K=2;
N=40;
P=[803 511];
R=[49 5];
A=[6 2];
C=[19 53];
M=[
[ 0 78 82 46 28 89 26 86 35 2 5 0 51 31 63 5 53 51 15 33 48 46 38 83 93 70 90 74 85 2 43 38 67 67 39 35 5 63 50 42 ]
[ 78 0 85 9 20 94 17 60 98 13 41 58 94 64 12 45 16 27 40 29 53 3 69 64 43 31 73 74 49 70 60 96 27 49 16 87 56 97 14 92 ]
[ 82 85 0 20 23 4 82 90 55 77 34 34 46 69 92 51 87 10 9 90 95 52 38 6 2 57 49 39 62 58 49 11 86 30 62 90 74 35 29 80 ]
[ 46 9 20 0 67 99 30 44 5 71 60 35 22 47 98 78 90 85 4 32 10 68 84 75 69 20 63 14 14 26 29 88 69 57 45 80 93 97 91 19 ]
[ 28 20 23 67 0 88 6 49 79 25 48 22 9 54 74 13 14 3 7 45 87 80 76 15 39 0 51 21 23 77 69 5 51 88 50 4 25 26 55 38 ]
[ 89 94 4 99 88 0 26 44 99 59 71 35 32 100 21 17 0 70 10 49 89 88 79 84 60 85 22 36 64 59 73 26 29 76 23 85 11 69 71 25 ]
[ 26 17 82 30 6 26 0 93 69 92 93 75 30 52 43 5 3 15 43 25 62 68 11 73 0 58 36 25 37 80 57 13 1 15 73 90 38 63 89 96 ]
[ 86 60 90 44 49 44 93 0 45 15 12 8 9 44 100 33 49 8 89 13 77 7 5 6 57 52 44 35 33 85 16 93 20 57 3 70 13 33 59 55 ]
[ 35 98 55 5 79 99 69 45 0 38 25 48 75 88 60 71 62 25 72 14 99 4 20 5 66 55 69 62 29 8 17 33 92 41 19 57 63 90 52 17 ]
[ 2 13 77 71 25 59 92 15 38 0 21 24 85 90 72 97 64 41 53 71 47 68 87 69 62 74 69 49 56 58 20 65 25 39 24 13 15 11 72 78 ]
[ 5 41 34 60 48 71 93 12 25 21 0 29 27 8 75 74 83 84 61 61 57 68 20 51 22 17 60 44 28 71 84 83 13 39 78 22 18 97 55 10 ]
[ 0 58 34 35 22 35 75 8 48 24 29 0 73 81 42 86 55 100 57 73 7 72 33 2 67 73 4 72 18 19 66 73 30 16 73 89 56 94 30 55 ]
[ 51 94 46 22 9 32 30 9 75 85 27 73 0 41 28 49 24 36 19 51 91 91 31 90 97 88 1 88 55 29 15 61 58 39 57 41 13 66 17 71 ]
[ 31 64 69 47 54 100 52 44 88 90 8 81 41 0 49 25 4 43 69 84 54 44 40 35 67 42 31 96 26 43 35 11 96 78 51 74 47 58 74 73 ]
[ 63 12 92 98 74 21 43 100 60 72 75 42 28 49 0 37 49 80 87 44 22 29 12 9 70 80 29 58 69 66 89 12 53 32 86 18 42 76 68 7 ]
[ 5 45 51 78 13 17 5 33 71 97 74 86 49 25 37 0 29 50 61 52 15 51 20 38 7 75 12 23 2 76 1 10 16 100 31 29 65 31 47 72 ]
[ 53 16 87 90 14 0 3 49 62 64 83 55 24 4 49 29 0 23 31 66 98 27 45 6 3 91 41 44 30 73 49 45 23 38 34 33 51 13 79 24 ]
[ 51 27 10 85 3 70 15 8 25 41 84 100 36 43 80 50 23 0 80 43 75 3 35 49 24 11 80 13 15 87 50 100 56 46 41 56 84 36 41 64 ]
[ 15 40 9 4 7 10 43 89 72 53 61 57 19 69 87 61 31 80 0 57 50 32 70 3 13 100 87 93 33 36 55 53 95 62 74 12 24 82 86 93 ]
[ 33 29 90 32 45 49 25 13 14 71 61 73 51 84 44 52 66 43 57 0 80 37 55 41 34 75 66 84 77 0 99 35 71 34 76 96 88 63 82 38 ]
[ 48 53 95 10 87 89 62 77 99 47 57 7 91 54 22 15 98 75 50 80 0 0 88 56 88 93 70 78 58 91 11 72 28 69 36 24 17 30 8 34 ]
[ 46 3 52 68 80 88 68 7 4 68 68 72 91 44 29 51 27 3 32 37 0 0 11 61 57 89 15 22 84 46 67 84 93 7 84 13 9 70 40 8 ]
[ 38 69 38 84 76 79 11 5 20 87 20 33 31 40 12 20 45 35 70 55 88 11 0 8 44 33 21 80 79 19 34 50 92 47 88 23 81 47 70 30 ]
[ 83 64 6 75 15 84 73 6 5 69 51 2 90 35 9 38 6 49 3 41 56 61 8 0 17 57 22 99 85 15 12 73 6 70 93 66 35 61 23 59 ]
[ 93 43 2 69 39 60 0 57 66 62 22 67 97 67 70 7 3 24 13 34 88 57 44 17 0 37 34 19 36 98 8 41 0 91 36 59 92 25 94 94 ]
[ 70 31 57 20 0 85 58 52 55 74 17 73 88 42 80 75 91 11 100 75 93 89 33 57 37 0 29 63 72 72 98 17 37 15 74 40 16 74 95 68 ]
[ 90 73 49 63 51 22 36 44 69 69 60 4 1 31 29 12 41 80 87 66 70 15 21 22 34 29 0 98 79 39 50 67 13 49 38 6 52 23 76 68 ]
[ 74 74 39 14 21 36 25 35 62 49 44 72 88 96 58 23 44 13 93 84 78 22 80 99 19 63 98 0 16 77 76 66 79 4 3 72 9 12 95 8 ]
[ 85 49 62 14 23 64 37 33 29 56 28 18 55 26 69 2 30 15 33 77 58 84 79 85 36 72 79 16 0 34 61 88 28 77 94 47 36 37 35 24 ]
[ 2 70 58 26 77 59 80 85 8 58 71 19 29 43 66 76 73 87 36 0 91 46 19 15 98 72 39 77 34 0 37 56 30 3 52 90 38 53 94 7 ]
[ 43 60 49 29 69 73 57 16 17 20 84 66 15 35 89 1 49 50 55 99 11 67 34 12 8 98 50 76 61 37 0 49 15 19 73 29 47 64 54 30 ]
[ 38 96 11 88 5 26 13 93 33 65 83 73 61 11 12 10 45 100 53 35 72 84 50 73 41 17 67 66 88 56 49 0 10 49 34 31 92 49 25 67 ]
[ 67 27 86 69 51 29 1 20 92 25 13 30 58 96 53 16 23 56 95 71 28 93 92 6 0 37 13 79 28 30 15 10 0 57 24 67 2 23 88 77 ]
[ 67 49 30 57 88 76 15 57 41 39 39 16 39 78 32 100 38 46 62 34 69 7 47 70 91 15 49 4 77 3 19 49 57 0 2 2 78 54 95 12 ]
[ 39 16 62 45 50 23 73 3 19 24 78 73 57 51 86 31 34 41 74 76 36 84 88 93 36 74 38 3 94 52 73 34 24 2 0 95 39 3 77 85 ]
[ 35 87 90 80 4 85 90 70 57 13 22 89 41 74 18 29 33 56 12 96 24 13 23 66 59 40 6 72 47 90 29 31 67 2 95 0 77 61 92 90 ]
[ 5 56 74 93 25 11 38 13 63 15 18 56 13 47 42 65 51 84 24 88 17 9 81 35 92 16 52 9 36 38 47 92 2 78 39 77 0 65 42 77 ]
[ 63 97 35 97 26 69 63 33 90 11 97 94 66 58 76 31 13 36 82 63 30 70 47 61 25 74 23 12 37 53 64 49 23 54 3 61 65 0 59 93 ]
[ 50 14 29 91 55 71 89 59 52 72 55 30 17 74 68 47 79 41 86 82 8 40 70 23 94 95 76 95 35 94 54 25 88 95 77 92 42 59 0 62 ]
[ 42 92 80 19 38 25 96 55 17 78 10 55 71 73 7 72 24 64 93 38 34 8 30 59 94 68 68 8 24 7 30 67 77 12 85 90 77 93 62 0 ]
];
