K=8;
N=36;
P=[752 216 825 488 273 606 577 212];
R=[38 39 27 3 4 25 16 13];
A=[4 6 5 6 3 3 2 2];
C=[11 11 37 42 65 30 49 36];
M=[
[ 0 27 35 28 71 55 88 65 80 40 17 53 95 49 97 100 11 79 98 86 26 44 30 51 83 50 86 16 24 98 41 22 6 58 70 85 ]
[ 27 0 64 15 2 92 51 20 79 66 50 45 32 59 89 40 87 38 22 7 61 30 98 37 63 31 44 72 54 72 63 95 43 91 80 73 ]
[ 35 64 0 9 74 13 71 38 100 98 16 49 48 23 47 56 88 26 1 60 91 97 3 41 12 36 31 24 10 4 45 17 69 90 91 15 ]
[ 28 15 9 0 85 48 8 63 50 14 16 96 95 39 1 53 97 88 94 64 97 6 47 43 72 25 5 33 96 66 26 89 98 78 50 57 ]
[ 71 2 74 85 0 49 86 16 90 73 43 25 9 39 42 37 47 85 10 22 57 50 22 54 94 95 95 92 5 37 6 38 70 79 9 70 ]
[ 55 92 13 48 49 0 59 5 43 94 59 20 58 23 94 86 10 19 34 95 19 27 71 65 17 75 77 36 27 47 89 66 23 79 17 86 ]
[ 88 51 71 8 86 59 0 35 41 64 13 45 1 77 58 28 22 3 82 63 88 9 70 42 70 35 11 3 60 26 61 88 55 59 100 47 ]
[ 65 20 38 63 16 5 35 0 72 41 25 31 89 17 96 34 41 3 48 40 25 42 91 85 30 9 29 97 93 47 16 15 87 46 25 87 ]
[ 80 79 100 50 90 43 41 72 0 48 41 26 16 52 6 55 50 67 38 67 64 16 95 75 83 22 20 36 9 4 37 3 50 10 36 4 ]
[ 40 66 98 14 73 94 64 41 48 0 66 7 38 14 36 41 89 26 97 63 18 9 37 98 81 79 23 30 88 26 45 76 31 42 20 50 ]
[ 17 50 16 16 43 59 13 25 41 66 0 20 65 97 28 65 37 20 50 45 21 21 94 17 4 9 63 24 77 83 41 21 51 92 49 46 ]
[ 53 45 49 96 25 20 45 31 26 7 20 0 91 66 46 16 43 14 19 50 46 14 61 75 75 19 74 2 89 60 43 3 79 68 100 52 ]
[ 95 32 48 95 9 58 1 89 16 38 65 91 0 24 27 8 65 65 83 17 5 74 83 1 9 98 80 76 12 9 70 60 71 5 38 72 ]
[ 49 59 23 39 39 23 77 17 52 14 97 66 24 0 94 15 100 43 14 100 35 99 54 54 69 90 35 65 17 70 11 45 46 12 94 62 ]
[ 97 89 47 1 42 94 58 96 6 36 28 46 27 94 0 55 13 4 92 24 16 33 92 17 11 63 52 52 85 64 14 12 47 18 53 52 ]
[ 100 40 56 53 37 86 28 34 55 41 65 16 8 15 55 0 56 23 22 85 4 69 16 55 35 94 26 77 53 15 98 85 85 64 63 25 ]
[ 11 87 88 97 47 10 22 41 50 89 37 43 65 100 13 56 0 87 59 77 84 8 5 56 66 23 70 72 37 85 76 71 50 5 87 90 ]
[ 79 38 26 88 85 19 3 3 67 26 20 14 65 43 4 23 87 0 77 38 54 32 87 53 90 30 90 83 7 0 95 29 10 88 85 55 ]
[ 98 22 1 94 10 34 82 48 38 97 50 19 83 14 92 22 59 77 0 18 54 67 34 20 94 37 8 66 23 8 35 21 72 19 60 2 ]
[ 86 7 60 64 22 95 63 40 67 63 45 50 17 100 24 85 77 38 18 0 85 2 65 22 85 82 19 84 45 70 79 10 88 9 79 35 ]
