K=4;
N=36;
P=[996 442 733 880];
R=[34 7 16 32];
A=[5 4 2 6];
C=[55 37 28 33];
M=[
[ 0 72 17 89 9 86 15 55 76 34 43 100 83 22 42 94 83 17 68 88 96 20 10 4 35 78 87 98 62 2 7 91 82 57 17 93 ]
[ 72 0 46 78 23 14 80 34 70 2 69 40 67 57 18 11 38 64 39 1 48 27 42 63 37 39 74 66 83 89 46 68 70 39 79 52 ]
[ 17 46 0 59 73 22 95 96 25 26 17 95 90 6 33 67 24 26 94 53 41 34 34 71 82 83 82 40 34 95 35 85 61 94 51 1 ]
[ 89 78 59 0 76 6 64 67 20 59 77 76 88 48 82 100 80 87 75 76 32 50 32 30 40 92 50 89 94 11 37 69 37 66 97 94 ]
[ 9 23 73 76 0 54 47 47 37 1 24 29 39 54 9 88 58 59 83 99 28 43 75 83 8 12 80 32 83 13 31 13 87 72 66 34 ]
[ 86 14 22 6 54 0 4 3 63 81 67 47 78 71 43 32 3 30 43 80 91 50 92 65 35 76 54 72 40 2 74 16 45 66 83 63 ]
[ 15 80 95 64 47 4 0 76 19 90 19 73 99 19 19 0 0 12 29 66 95 16 71 5 95 19 16 88 78 88 26 7 37 41 82 74 ]
[ 55 34 96 67 47 3 76 0 60 7 56 7 94 73 1 84 6 50 35 37 68 49 70 87 94 16 70 97 97 82 81 26 55 71 64 33 ]
[ 76 70 25 20 37 63 19 60 0 86 14 85 78 66 87 44 36 7 45 15 87 65 48 54 75 84 60 77 61 38 15 43 62 36 3 49 ]
[ 34 2 26 59 1 81 90 7 86 0 73 37 49 7 49 71 25 36 95 51 25 97 68 86 8 67 89 72 29 47 32 51 20 70 43 98 ]
[ 43 69 17 77 24 67 19 56 14 73 0 74 84 100 98 3 33 13 98 5 3 75 43 28 98 99 70 57 8 5 50 84 53 37 55 84 ]
[ 100 40 95 76 29 47 73 7 85 37 74 0 30 3 28 60 36 27 20 50 90 79 19 89 83 99 2 41 6 65 83 2 43 56 34 92 ]
[ 83 67 90 88 39 78 99 94 78 49 84 30 0 40 99 65 56 76 79 66 80 43 85 57 90 69 76 69 84 36 36 99 21 42 0 77 ]
[ 22 57 6 48 54 71 19 73 66 7 100 3 40 0 38 98 89 44 70 1 53 17 30 3 99 49 99 48 8 100 80 57 35 14 71 65 ]
[ 42 18 33 82 9 43 19 1 87 49 98 28 99 38 0 33 64 20 45 22 18 35 17 44 23 77 30 35 73 66 61 58 64 12 64 50 ]
[ 94 11 67 100 88 32 0 84 44 71 3 60 65 98 33 0 25 85 63 90 62 72 16 65 74 67 80 9 17 26 11 37 28 52 59 12 ]
[ 83 38 24 80 58 3 0 6 36 25 33 36 56 89 64 25 0 77 13 92 41 87 60 90 29 19 34 3 28 83 89 33 64 18 29 94 ]
[ 17 64 26 87 59 30 12 50 7 36 13 27 76 44 20 85 77 0 59 28 52 21 73 40 12 59 0 10 5 70 60 19 55 53 75 33 ]
[ 68 39 94 75 83 43 29 35 45 95 98 20 79 70 45 63 13 59 0 30 74 2 72 57 22 0 39 92 50 100 6 69 96 10 30 83 ]
[ 88 1 53 76 99 80 66 37 15 51 5 50 66 1 22 90 92 28 30 0 88 31 47 79 1 81 44 5 6 78 49 57 14 1 10 85 ]
[ 96 48 41 32 28 91 95 68 87 25 3 90 80 53 18 62 41 52 74 88 0 42 81 76 89 99 5 3 72 95 16 5 12 3 11 98 ]
[ 20 27 34 50 43 50 16 49 65 97 75 79 43 17 35 72 87 21 2 31 42 0 81 83 12 64 46 88 99 61 31 46 34 74 63 90 ]
[ 10 42 34 32 75 92 71 70 48 68 43 19 85 30 17 16 60 73 72 47 81 81 0 60 72 22 48 94 13 77 5 79 84 96 9 34 ]
[ 4 63 71 30 83 65 5 87 54 86 28 89 57 3 44 65 90 40 57 79 76 83 60 0 37 91 70 56 85 10 63 32 78 7 93 97 ]
[ 35 37 82 40 8 35 95 94 75 8 98 83 90 99 23 74 29 12 22 1 89 12 72 37 0 34 100 19 86 99 93 12 87 39 3 7 ]
[ 78 39 83 92 12 76 19 16 84 67 99 99 69 49 77 67 19 59 0 81 99 64 22 91 34 0 57 45 44 89 33 83 39 38 58 82 ]
[ 87 74 82 50 80 54 16 70 60 89 70 2 76 99 30 80 34 0 39 44 5 46 48 70 100 57 0 69 14 1 90 95 58 45 33 32 ]
[ 98 66 40 89 32 72 88 97 77 72 57 41 69 48 35 9 3 10 92 5 3 88 94 56 19 45 69 0 3 55 79 23 61 42 27 55 ]
[ 62 83 34 94 83 40 78 97 61 29 8 6 84 8 73 17 28 5 50 6 72 99 13 85 86 44 14 3 0 85 73 35 14 95 85 5 ]
[ 2 89 95 11 13 2 88 82 38 47 5 65 36 100 66 26 83 70 100 78 95 61 77 10 99 89 1 55 85 0 89 93 26 50 70 42 ]
[ 7 46 35 37 31 74 26 81 15 32 50 83 36 80 61 11 89 60 6 49 16 31 5 63 93 33 90 79 73 89 0 64 25 55 87 14 ]
[ 91 68 85 69 13 16 7 26 43 51 84 2 99 57 58 37 33 19 69 57 5 46 79 32 12 83 95 23 35 93 64 0 83 95 58 32 ]
[ 82 70 61 37 87 45 37 55 62 20 53 43 21 35 64 28 64 55 96 14 12 34 84 78 87 39 58 61 14 26 25 83 0 80 70 10 ]
[ 57 39 94 66 72 66 41 71 36 70 37 56 42 14 12 52 18 53 10 1 3 74 96 7 39 38 45 42 95 50 55 95 80 0 41 31 ]
[ 17 79 51 97 66 83 82 64 3 43 55 34 0 71 64 59 29 75 30 10 11 63 9 93 3 58 33 27 85 70 87 58 70 41 0 13 ]
[ 93 52 1 94 34 63 74 33 49 98 84 92 77 65 50 12 94 33 83 85 98 90 34 97 7 82 32 55 5 42 14 32 10 31 13 0 ]
];
