K=2;
N=36;
P=[382 297];
R=[28 34];
A=[4 5];
C=[52 63];
M=[
[ 0 17 39 14 88 53 58 90 13 94 78 69 23 10 41 82 79 82 3 61 84 73 44 50 5 23 0 74 17 80 65 28 72 66 27 91 ]
[ 17 0 65 34 49 52 26 27 96 42 59 7 82 25 77 8 15 28 96 87 71 55 4 44 38 38 79 87 2 89 9 20 84 99 30 71 ]
[ 39 65 0 80 21 90 38 44 89 96 76 44 86 32 28 88 52 44 75 94 81 76 15 29 44 54 53 94 87 1 66 1 88 8 71 51 ]
[ 14 34 80 0 61 58 99 57 48 39 20 55 24 21 26 60 90 6 23 22 6 90 72 28 29 13 71 77 84 66 27 0 90 91 83 100 ]
[ 88 49 21 61 0 71 38 49 40 38 86 11 20 84 10 96 68 54 89 7 86 24 0 41 44 31 85 72 51 57 3 48 88 67 55 97 ]
[ 53 52 90 58 71 0 88 36 30 56 62 73 1 63 7 47 68 27 59 85 27 96 51 17 15 32 10 86 89 26 68 14 66 62 31 13 ]
[ 58 26 38 99 38 88 0 46 83 32 95 13 73 30 85 39 80 19 38 28 91 2 43 85 46 77 48 50 25 10 53 51 18 84 41 91 ]
[ 90 27 44 57 49 36 46 0 17 11 94 12 23 60 22 54 75 27 12 56 47 55 62 64 41 21 73 82 20 46 81 75 83 33 67 24 ]
[ 13 96 89 48 40 30 83 17 0 57 96 91 24 53 61 70 11 96 40 6 5 41 39 4 38 98 44 90 72 60 40 17 21 69 74 2 ]
[ 94 42 96 39 38 56 32 11 57 0 30 75 85 58 73 62 35 82 17 23 77 14 27 26 10 46 86 44 15 88 64 14 22 50 78 51 ]
[ 78 59 76 20 86 62 95 94 96 30 0 91 46 89 60 74 73 88 17 41 42 56 21 14 33 6 62 9 22 53 27 100 73 95 73 77 ]
[ 69 7 44 55 11 73 13 12 91 75 91 0 8 7 97 62 43 17 77 61 65 39 19 24 82 36 40 76 17 2 89 25 51 24 66 93 ]
[ 23 82 86 24 20 1 73 23 24 85 46 8 0 59 12 11 97 41 61 64 83 75 45 37 14 50 47 65 2 36 83 57 19 44 95 31 ]
[ 10 25 32 21 84 63 30 60 53 58 89 7 59 0 5 57 91 39 14 37 80 15 100 9 39 82 81 0 36 85 78 25 30 46 86 56 ]
[ 41 77 28 26 10 7 85 22 61 73 60 97 12 5 0 90 53 76 32 13 47 39 67 94 5 6 47 75 92 26 83 47 93 7 4 33 ]
[ 82 8 88 60 96 47 39 54 70 62 74 62 11 57 90 0 39 25 69 46 1 4 69 32 62 48 20 40 94 52 9 37 95 66 6 94 ]
[ 79 15 52 90 68 68 80 75 11 35 73 43 97 91 53 39 0 31 84 59 14 52 93 94 94 80 33 28 51 17 24 68 66 93 17 8 ]
[ 82 28 44 6 54 27 19 27 96 82 88 17 41 39 76 25 31 0 3 62 5 51 78 64 44 57 7 50 56 90 98 59 98 79 46 17 ]
[ 3 96 75 23 89 59 38 12 40 17 17 77 61 14 32 69 84 3 0 62 84 95 61 67 12 82 46 85 55 94 54 6 58 10 11 84 ]
[ 61 87 94 22 7 85 28 56 6 23 41 61 64 37 13 46 59 62 62 0 9 62 69 100 93 14 51 57 9 33 95 65 42 64 71 88 ]
[ 84 71 81 6 86 27 91 47 5 77 42 65 83 80 47 1 14 5 84 9 0 6 83 55 77 65 70 53 34 21 16 84 74 72 15 87 ]
[ 73 55 76 90 24 96 2 55 41 14 56 39 75 15 39 4 52 51 95 62 6 0 52 36 17 86 36 24 66 86 96 94 13 37 59 36 ]
[ 44 4 15 72 0 51 43 62 39 27 21 19 45 100 67 69 93 78 61 69 83 52 0 89 6 49 91 81 95 36 88 12 35 76 98 62 ]
[ 50 44 29 28 41 17 85 64 4 26 14 24 37 9 94 32 94 64 67 100 55 36 89 0 54 81 75 80 37 27 81 81 95 34 39 6 ]
[ 5 38 44 29 44 15 46 41 38 10 33 82 14 39 5 62 94 44 12 93 77 17 6 54 0 54 44 72 54 21 28 78 86 28 35 52 ]
[ 23 38 54 13 31 32 77 21 98 46 6 36 50 82 6 48 80 57 82 14 65 86 49 81 54 0 78 43 49 3 41 84 99 88 28 93 ]
[ 0 79 53 71 85 10 48 73 44 86 62 40 47 81 47 20 33 7 46 51 70 36 91 75 44 78 0 62 41 24 66 43 82 21 78 39 ]
[ 74 87 94 77 72 86 50 82 90 44 9 76 65 0 75 40 28 50 85 57 53 24 81 80 72 43 62 0 93 98 9 27 76 95 70 74 ]
[ 17 2 87 84 51 89 25 20 72 15 22 17 2 36 92 94 51 56 55 9 34 66 95 37 54 49 41 93 0 71 6 46 37 2 51 93 ]
[ 80 89 1 66 57 26 10 46 60 88 53 2 36 85 26 52 17 90 94 33 21 86 36 27 21 3 24 98 71 0 5 61 17 84 37 71 ]
[ 65 9 66 27 3 68 53 81 40 64 27 89 83 78 83 9 24 98 54 95 16 96 88 81 28 41 66 9 6 5 0 48 44 52 60 32 ]
[ 28 20 1 0 48 14 51 75 17 14 100 25 57 25 47 37 68 59 6 65 84 94 12 81 78 84 43 27 46 61 48 0 98 30 20 75 ]
[ 72 84 88 90 88 66 18 83 21 22 73 51 19 30 93 95 66 98 58 42 74 13 35 95 86 99 82 76 37 17 44 98 0 31 11 74 ]
[ 66 99 8 91 67 62 84 33 69 50 95 24 44 46 7 66 93 79 10 64 72 37 76 34 28 88 21 95 2 84 52 30 31 0 76 77 ]
[ 27 30 71 83 55 31 41 67 74 78 73 66 95 86 4 6 17 46 11 71 15 59 98 39 35 28 78 70 51 37 60 20 11 76 0 31 ]
[ 91 71 51 100 97 13 91 24 2 51 77 93 31 56 33 94 8 17 84 88 87 36 62 6 52 93 39 74 93 71 32 75 74 77 31 0 ]
];
